"gen","AllC","AllD","Random","TitForTat","SuspiciousTFT","GenerousTFT","TitFor2Tats","2TitsForTat","Grim","Pavlov","Gradual","ZD-Extort-2","ZD-Generous"
2501,0.00018006602655484604,0.005405902126683704,0.00034124765110542346,0.000919809437687688,0.0008342238763784228,0.0003849518769385173,0.0004756870395752358,0.006716255476824037,0.976358064849928,0.00035289559149789194,0.006367297003683359,0.001158042362431237,0.0005055566807115785
2521,0.0001800660265548146,0.0054059021266724926,0.00034124765110537945,0.0009198094376875635,0.0008342238763783215,0.000384951876938465,0.00047568703957514153,0.006716255476742058,0.9763580648501358,0.0003528955914978586,0.006367297003569494,0.0011580423624310552,0.0005055566807115184
2541,0.00018006602655478964,0.00540590212666366,0.00034124765110534475,0.0009198094376874661,0.000834223876378242,0.0003849518769384239,0.00047568703957506716,0.006716255476676614,0.9763580648503005,0.0003528955914978319,0.0063672970034797435,0.0011580423624309116,0.0005055566807114712
2561,0.0001800660265547697,0.005405902126656704,0.000341247651105317,0.0009198094376873854,0.0008342238763781792,0.0003849518769383908,0.0004756870395750077,0.0067162554766243675,0.9763580648504311,0.0003528955914978107,0.0063672970034089815,0.0011580423624307967,0.000505556680711433
2581,0.0001800660265547538,0.005405902126651213,0.00034124765110529477,0.0009198094376873229,0.0008342238763781268,0.0003849518769383645,0.0004756870395749599,0.006716255476582658,0.9763580648505343,0.0003528955914977934,0.006367297003353207,0.0011580423624307067,0.0005055566807114024
2601,0.00018006602655474107,0.005405902126646878,0.00034124765110527715,0.000919809437687272,0.0008342238763780849,0.0003849518769383426,0.0004756870395749212,0.00671625547654935,0.9763580648506162,0.0003528955914977796,0.006367297003309217,0.001158042362430634,0.0005055566807113777
2621,0.00018006602655473098,0.005405902126643467,0.0003412476511052626,0.0009198094376872318,0.0008342238763780535,0.000384951876938326,0.00047568703957489146,0.006716255476522773,0.9763580648506811,0.00035289559149776905,0.006367297003274548,0.001158042362430575,0.0005055566807113584
2641,0.00018006602655472296,0.005405902126640765,0.0003412476511052513,0.0009198094376871984,0.0008342238763780262,0.00038495187693831224,0.00047568703957486696,0.006716255476501545,0.9763580648507324,0.0003528955914977604,0.006367297003247201,0.0011580423624305254,0.0005055566807113424
2661,0.00018006602655471656,0.005405902126638662,0.00034124765110524256,0.0009198094376871754,0.0008342238763780081,0.00038495187693830205,0.0004756870395748485,0.006716255476484613,0.9763580648507731,0.0003528955914977536,0.006367297003225672,0.0011580423624304938,0.0005055566807113314
2681,0.00018006602655471152,0.005405902126636994,0.0003412476511052355,0.000919809437687155,0.0008342238763779918,0.0003849518769382935,0.0004756870395748333,0.006716255476471078,0.9763580648508056,0.0003528955914977481,0.00636729700320868,0.0011580423624304656,0.0005055566807113216
2701,0.00018006602655470737,0.005405902126635665,0.0003412476511052299,0.0009198094376871389,0.0008342238763779778,0.0003849518769382864,0.0004756870395748211,0.006716255476460272,0.9763580648508311,0.0003528955914977436,0.00636729700319529,0.0011580423624304417,0.0005055566807113135
2721,0.00018006602655470415,0.005405902126634607,0.00034124765110522527,0.0009198094376871257,0.0008342238763779667,0.0003849518769382809,0.00047568703957481134,0.006716255476451646,0.9763580648508513,0.00035289559149774004,0.006367297003184718,0.001158042362430423,0.000505556680711307
2741,0.00018006602655470163,0.0054059021266337735,0.0003412476511052218,0.0009198094376871157,0.0008342238763779587,0.00038495187693827674,0.0004756870395748031,0.006716255476444763,0.9763580648508675,0.00035289559149773733,0.0063672970031763716,0.0011580423624304084,0.0005055566807113022
2761,0.0001800660265546996,0.005405902126633129,0.000341247651105219,0.0009198094376871078,0.0008342238763779523,0.00038495187693827316,0.00047568703957479714,0.006716255476439287,0.9763580648508802,0.0003528955914977351,0.006367297003169797,0.0011580423624303977,0.0005055566807112983
2781,0.00018006602655469794,0.005405902126632618,0.0003412476511052167,0.0009198094376871016,0.0008342238763779474,0.0003849518769382707,0.00047568703957479236,0.006716255476434912,0.9763580648508904,0.0003528955914977336,0.006367297003164608,0.001158042362430389,0.0005055566807112954
2801,0.00018006602655469656,0.0054059021266322105,0.0003412476511052145,0.0009198094376870944,0.000834223876377943,0.0003849518769382681,0.00047568703957478824,0.006716255476431404,0.9763580648508984,0.00035289559149773197,0.00636729700316052,0.0011580423624303815,0.0005055566807112927
2821,0.00018006602655469556,0.005405902126631895,0.00034124765110521313,0.0009198094376870891,0.0008342238763779393,0.0003849518769382665,0.00047568703957478505,0.006716255476428603,0.9763580648509048,0.0003528955914977309,0.0063672970031572965,0.0011580423624303758,0.0005055566807112907
2841,0.00018006602655469474,0.005405902126631643,0.000341247651105212,0.000919809437687086,0.0008342238763779375,0.00038495187693826535,0.0004756870395747829,0.006716255476426377,0.9763580648509099,0.00035289559149773007,0.00636729700315476,0.001158042362430372,0.0005055566807112891
2861,0.00018006602655469407,0.005405902126631442,0.00034124765110521096,0.0009198094376870829,0.0008342238763779349,0.0003849518769382642,0.0004756870395747806,0.006716255476424592,0.9763580648509139,0.00035289559149772904,0.006367297003152754,0.0011580423624303665,0.0005055566807112874
2881,0.00018006602655469352,0.005405902126631275,0.0003412476511052102,0.0009198094376870798,0.0008342238763779326,0.0003849518769382632,0.00047568703957477887,0.006716255476423157,0.976358064850917,0.0003528955914977284,0.0063672970031511626,0.001158042362430361,0.000505556680711286
